,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,prop_name,prop_val,prop_id
3586000430140,Ca,K,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0421,0.09986666666666667,0.6026999999999999,0.2553333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,6.178447484970093,LogViscosity1073K
3586000430129,Ca,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,X,0.0489,0.0938,0.6034666666666667,0.23126666666666665,0.022566666666666662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.187369346618652,LogViscosity1073K
4092100469656,Ca,K,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,0.04985,0.04593333333333333,0.051599999999999986,0.6012833333333333,0.23426666666666665,0.017066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,6.62878441810608,LogViscosity1073K
4092100469661,Ca,K,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,0.0499,0.04673333333333333,0.05106666666666666,0.6011333333333333,0.2272333333333333,0.02393333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.233903884887695,LogViscosity1073K
3586000430143,Ca,K,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,X,0.0503,0.10293333333333332,0.5984333333333334,0.2319333333333333,0.016399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,8.000446796417236,LogViscosity1073K
3586000430142,Ca,K,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,X,0.0504,0.10273333333333333,0.5985,0.2374333333333333,0.010933333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.293770790100098,LogViscosity1073K
664700038838,Ca,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0508,0.10646666666666668,0.5965,0.2462333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,5.002344131469727,LogViscosity1073K
3586000430127,Ca,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,X,0.05095,0.08946666666666668,0.60495,0.2451,0.009533333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,5.979931354522705,LogViscosity1073K
3586000430126,Ca,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,X,X,0.05345,0.0924,0.6026499999999999,0.2484,0.0030999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,5.476511478424072,LogViscosity1073K
3754700444744,Ca,Fe,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,0.11686168616861685,0.004000400040004,0.0508050805080508,0.6016434976831015,0.2266893356002267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,6.5963804721832275,LogViscosity1073K
792800086009,Ba,Ca,Ge,K,Na,O,Si,Zn,X,X,X,X,X,X,X,X,X,0.023247675232476752,0.01904809519048095,0.0226977302269773,0.0251974802519748,0.07659234076592343,0.5827083958270839,0.19361397193613966,0.0568943105689431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.356643199920653,LogViscosity1073K
792900086017,Ba,Ca,K,Na,O,Si,Sr,Zn,X,X,X,X,X,X,X,X,X,0.02355,0.02580000000000001,0.0604,0.038866666666666674,0.5738333333333333,0.19730000000000006,0.031400000000000004,0.04885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.547432899475098,LogViscosity1073K
792900086013,Ba,Ca,Li,Na,O,Si,Zn,X,X,X,X,X,X,X,X,X,X,0.03914608539146086,0.014848515148485156,0.07439256074392561,0.057394260573942625,0.5622937706229377,0.19048095190480954,0.061443855614438575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.695897102355957,LogViscosity1073K
1451000150223,Ba,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.04485,0.11093333333333333,0.59625,0.2479666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.5049426555633545,LogViscosity1073K
792800086007,Ba,Ca,K,Na,O,Si,Zn,X,X,X,X,X,X,X,X,X,X,0.04570914182836568,0.02630526105221044,0.061612322464492886,0.03967460158698406,0.5753984130159364,0.20144028805761152,0.04985997199439888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.633065700531006,LogViscosity1073K
792800086011,Ba,Ca,K,Li,Na,O,Si,Zn,X,X,X,X,X,X,X,X,X,0.04694530546945306,0.012848715128487152,0.010198980101989802,0.032130120321301206,0.07739226077392261,0.5588774455887745,0.17761557177615572,0.08399160083991603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.896523475646973,LogViscosity1073K
792900086015,Ba,Ca,K,Li,Mg,Na,O,Si,Zn,X,X,X,X,X,X,X,X,0.047,0.05645,0.009933333333333336,0.0314,0.01745000000000001,0.07566666666666669,0.54195,0.1424,0.07775000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.910449504852295,LogViscosity1073K
792800086001,Ba,Ca,K,Na,O,Si,Zn,X,X,X,X,X,X,X,X,X,X,0.04794520547945205,0.0720927907209279,0.07805886078058863,0.0395293803952938,0.560327300603273,0.17944872179448726,0.0225977402259774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.433408260345459,LogViscosity1073K
41000022192,Ba,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05,0.2,0.5499999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.8027738332748413,LogViscosity1073K
41000022196,Ba,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,0.13333333333333333,0.5666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,3.2099804878234863,LogViscosity1073K
421700110849,As,K,O,Pb,Sb,Si,X,X,X,X,X,X,X,X,X,X,X,0.00236,0.028933333333333325,0.5963066666666667,0.1663,0.0004,0.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,3.1613399982452406,LogViscosity1073K
3989500471468,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0012,0.06720000000000001,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5732666666666666,0.16666666666666666,0.01333333333333333,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.5335116386413574,LogViscosity1073K
3989500471467,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0012,0.07120000000000001,0.0003333333333333333,0.0013333333333333333,0.057333333333333326,0.07733333333333332,0.5726,0.16333333333333333,0.01333333333333333,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.4844298362731934,LogViscosity1073K
3989500471466,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0012,0.07120000000000001,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5726,0.16333333333333333,0.01333333333333333,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.45871376991272,LogViscosity1073K
3989500471465,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0012,0.07120000000000001,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5726,0.16666666666666666,0.009999999999999998,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.557101488113404,LogViscosity1073K
3989500471464,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0012,0.07120000000000001,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5726,0.16999999999999998,0.006666666666666665,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.6395630836486816,LogViscosity1073K
3989500471471,Al,B,Ba,Ce,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0024,0.06752000000000001,0.0085,0.0003333333333333333,0.0566,0.07193333333333332,0.57493,0.1681666666666667,0.010666666666666666,0.03895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.689150333404541,LogViscosity1073K
3989500471460,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0024,0.07048000000000001,0.0003333333333333333,0.008666666666666666,0.05606666666666667,0.06406666666666666,0.5746033333333335,0.16650000000000004,0.010333333333333332,0.04655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.673420667648315,LogViscosity1073K
3989500471472,Al,B,Ce,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,X,0.002400000000000001,0.07328000000000004,0.0003333333333333334,0.05540000000000001,0.0800666666666667,0.5743033333333336,0.1678333333333334,0.010333333333333337,0.03605000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.64542007446289,LogViscosity1073K
3989500471461,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0028,0.0728,0.0003333333333333333,0.018000000000000002,0.05666666666666668,0.054666666666666655,0.5739,0.16366666666666665,0.010666666666666666,0.046500000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.627615213394165,LogViscosity1073K
3989500471469,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0032,0.07120000000000001,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5730999999999999,0.16333333333333333,0.01333333333333333,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.557101488113404,LogViscosity1073K
3989500471470,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0036000000000000008,0.0676,0.0003333333333333333,0.0013333333333333333,0.06266666666666666,0.07200000000000001,0.5728000000000001,0.16400000000000006,0.013666666666666664,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.526188015937805,LogViscosity1073K
3989500471462,Al,B,Ce,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.0036000000000000008,0.0704,0.0003333333333333333,0.006666666666666665,0.055999999999999994,0.06733333333333333,0.5740000000000001,0.16766666666666666,0.008,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.6699657440185547,LogViscosity1073K
764800132563,Al,B,Ba,Ca,K,Mg,Na,O,Si,Zn,Zr,X,X,X,X,X,X,0.003679632036796322,0.032196780321967815,0.00204979502049795,0.005549445055494452,0.004399560043995601,0.023147685231476856,0.033463320334633215,0.6289571042895713,0.2538412825384129,0.007649235076492351,0.005066160050661601,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.073443412780763,LogViscosity1073K
764800132584,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.0037192561487702468,0.032553489302139575,0.013197360527894421,0.013130707191894951,0.01692994734386456,0.6391255082316869,0.2708791575018329,0.00619876024795041,0.004265813503965873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.517597198486327,LogViscosity1073K
2856600366194,Al,Ba,Ce,K,Li,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,0.0040403232258580685,0.008450676054084325,0.0008667360055471103,0.033869376216763995,0.02453529615702589,0.04033656025815398,0.6018881510520839,0.25008667360055464,0.0357528602288183,0.00017334720110942202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.947694301605225,LogViscosity1073K
764800132575,Al,B,Ba,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,0.0040404040404040395,0.05092509250925092,0.0033503350335033497,0.016451645164516443,0.0122012201220122,0.014751475147514747,0.006734006734006732,0.6365203186985362,0.2532586591992532,0.0017668433510017664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.8008155822753915,LogViscosity1073K
2856600366188,Al,Ba,Ce,K,Li,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,0.0041197116201865894,0.014898957073004891,0.0008999370044096912,0.03419760616756826,0.0247982641215115,0.040797144199905995,0.6030844507551137,0.2530156222397765,0.02409831311808173,8.999370044096913e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.97321081161499,LogViscosity1073K
2856600366191,Al,Ba,Ce,K,Li,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,0.004119464469618949,0.014948056752622159,0.0008998830152080231,0.03426221257903138,0.024796776419065518,0.040794696689430365,0.6030382716913467,0.25286712727345445,0.02409686740723706,0.0001766437029852785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.97321081161499,LogViscosity1073K
2856600366196,Al,B,Ba,Ce,K,Li,Na,O,Si,Zn,Zr,X,X,X,X,X,X,0.004120288420189413,0.001880131609212645,0.014951046573260131,0.0009000630044103088,0.03426906550125175,0.024801736121528514,0.040802856199934,0.6027121898532896,0.25128425656462616,0.024101687118098267,0.00017667903419906058,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.933192729949951,LogViscosity1073K
995000087245,Al,Ca,Li,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.004479552044795521,0.03404659534046595,0.0610605606106056,0.0197980201979802,0.0931906809319068,0.5708462487084625,0.21657834216578345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,3.712641716003418,LogViscosity1073K
995000087246,Al,Ca,K,Li,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.004560000000000001,0.0312,0.008266666666666665,0.039,0.0217,0.06266666666666666,0.5933066666666666,0.2393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.989333152770996,LogViscosity1073K
3899300461117,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0046799999999999975,0.0483,0.0034,0.0266,0.08646666666666665,0.5959866666666667,0.23456666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,5.355326175689697,LogViscosity1073K
994900087221,Al,B,Ca,K,Li,Mg,Na,O,Si,X,X,X,X,X,X,X,X,0.0047195280471952795,0.0337966203379662,0.0352964703529647,0.011465520114655198,0.0267973202679732,0.018598140185981403,0.0961903809619038,0.5750558277505582,0.1980801919808019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,3.2154254913330083,LogViscosity1073K
995400087320,Al,Ca,K,Li,Mg,Na,O,Si,Ti,Zn,X,X,X,X,X,X,X,0.00472047204720472,0.01615161516151615,0.0342034203420342,0.04040404040404039,0.0075007500750075,0.032469913658032465,0.6032236556989032,0.2563589692302564,0.0012667933460012667,0.0037003700370037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.5457491874694815,LogViscosity1073K
3989500471463,Al,B,Ba,Ca,K,Li,Na,O,Si,Ti,Zn,X,X,X,X,X,X,0.0047995200479952005,0.07335266473352664,0.003999600039995999,0.005499450054994499,0.0180648601806486,0.0567943205679432,0.0547945205479452,0.5739659367396595,0.16298370162983702,0.010698930106989298,0.03504649535046495,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,2.714725971221924,LogViscosity1073K
3846700456729,Al,Ca,K,Li,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.004800480048004801,0.0163016301630163,0.03887055372203886,0.0272027202720272,0.00755075507550755,0.0328032803280328,0.6084775144181084,0.26399306597326394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,5.009793281555176,LogViscosity1073K
994900087224,Al,Ca,K,Li,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,0.004839516048395161,0.01644835516448355,0.0391294203912942,0.027463920274639203,0.00764923507649235,0.0330633603306336,0.6079992000799921,0.2609072426090724,0.0024997500249975004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.904816627502441,LogViscosity1073K
944700067777,Al,B,Ca,K,Li,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,0.0048409681936387285,0.03484696939387879,0.036457291458291664,0.01180236047209442,0.02760552110422084,0.01920384076815363,0.09921984396879376,0.5721844368873776,0.18380342735213712,0.010035340401413616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,4.272810935974121,LogViscosity1073K
764800132587,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.00496,0.03636,0.01325,0.015466666666666663,0.015,0.6380633333333333,0.26643333333333336,0.0062,0.004266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1073K,7.346645355224607,LogViscosity1073K
