,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,prop_name,t,prop_val,prop_id
4092100469663,Ca,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,X,X,0.025550000000000003,0.1052,0.5965,0.22093333333333331,0.02715,0.02466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.1464219093322754,LogViscosity1673K
4092100469658,Ca,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,X,X,0.02565,0.1052,0.5962166666666667,0.2269666666666667,0.0279,0.01806666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.07930588722229,LogViscosity1673K
4092100469660,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,X,0.0259,0.04786666666666667,0.05213333333333334,0.5986499999999999,0.22946666666666665,0.02815,0.017833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.349674940109253,LogViscosity1673K
50100023517,Ca,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.0321967803219678,0.03084691530846915,0.1005899410058994,0.5953571309535712,0.2410092324100923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.2074639797210691,LogViscosity1673K
50100023527,Ca,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.037300000000000014,0.035800000000000005,0.08806666666666667,0.5982666666666667,0.2405666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.212304949760437,LogViscosity1673K
4092100469656,Ca,K,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,0.04985,0.04593333333333333,0.051599999999999986,0.6012833333333333,0.23426666666666665,0.017066666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.3824172019958496,LogViscosity1673K
4092100469661,Ca,K,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,0.0499,0.04673333333333333,0.05106666666666666,0.6011333333333333,0.2272333333333333,0.02393333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.323291301727295,LogViscosity1673K
664700038839,Ca,Na,O,Si,Ti,X,X,X,X,X,X,X,X,X,X,X,0.05184481551844816,0.10858914108589143,0.5950904909509049,0.22404426224044266,0.020431290204312908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,0.6480439305305481,LogViscosity1673K
421600110840,As,K,O,Pb,Si,X,X,X,X,X,X,X,X,X,X,X,0.00096,0.045066666666666665,0.6112066666666667,0.0983,0.2444666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.1054028272628784,LogViscosity1673K
3223200406891,Al,B,Ba,Fe,K,Na,O,Sb,Si,X,X,X,X,X,X,X,0.00039999200015999685,0.04399912001759965,0.00499990000199996,7.999840003199937e-06,0.046665733351999625,0.059332146690399525,0.6045932414685039,3.999920001599968e-05,0.23996186742931805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.0,LogViscosity1673K
453200035897,Al,Ca,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.0030000000000000014,0.04885,0.09526666666666668,0.6022500000000001,0.2506333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.251772403717041,LogViscosity1673K
1740200166466,Al,Ca,Fe,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,0.003480104403132093,0.04230126903807114,0.00014800444013320395,0.0020667286685267213,0.029400882026460788,0.08606924874412898,0.5980932761316172,0.2384404865479297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.2242369651794438,LogViscosity1673K
3223200406888,Al,B,Fe,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.003999920001599968,0.05199896002079958,7.999840003199937e-06,0.00499990000199996,0.046665733351999625,0.6323326866795996,0.2599948001039979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.477121353149414,LogViscosity1673K
3223200406885,Al,B,Ca,Fe,Li,Na,O,Sb,Si,Zn,X,X,X,X,X,X,0.003999920001599968,0.05199896002079958,0.00999980000399992,7.999840003199937e-06,0.0006666533335999946,0.07333186669599942,0.6104864569375279,7.999840003199936e-05,0.22992873475863815,0.019499610007799845,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.0,LogViscosity1673K
3223200406889,Al,B,Ba,Ca,Fe,Na,O,Sb,Si,X,X,X,X,X,X,X,0.003999920001599968,0.05199896002079958,0.00999980000399992,0.01499970000599988,7.999840003199937e-06,0.06666533335999948,0.6156530202729278,7.999840003199936e-05,0.2365952680946381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.0,LogViscosity1673K
3223200406887,Al,B,Ca,Fe,Na,O,Sb,Si,Zn,X,X,X,X,X,X,X,0.003999920001599968,0.05599888002239956,0.00999980000399992,7.999840003199937e-06,0.05333226668799957,0.6216529002753278,7.999840003199936e-05,0.2399285347626381,0.01499970000599988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.301029920578003,LogViscosity1673K
3223200406886,Al,B,Ca,Fe,Li,Na,O,Sb,Si,Zn,X,X,X,X,X,X,0.003999920001599968,0.05999880002399952,0.01499970000599988,7.999840003199937e-06,0.006666533335999946,0.03999920001599968,0.6209862469417278,7.999840003199936e-05,0.2332620014266381,0.01999960000799984,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.477121353149414,LogViscosity1673K
3899300461117,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.0046799999999999975,0.0483,0.0034,0.0266,0.08646666666666665,0.5959866666666667,0.23456666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.0869083404541016,LogViscosity1673K
3243300407175,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.0046799999999999975,0.0483,0.0034,0.0266,0.08713333333333331,0.5956533333333333,0.2342333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.2014317512512207,LogViscosity1673K
3413700408397,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.004920492049204921,0.0443044304430443,0.005533886722005534,0.027452745274527457,0.08174150748408174,0.5982898289828983,0.2377571090442377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.262601613998413,LogViscosity1673K
1358600078947,Al,B,O,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0054800000000000005,0.39452,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,0.06738501787185655,LogViscosity1673K
3899300461119,Al,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.00556,0.04512,0.02726666666666666,0.6445866666666666,0.27746666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.2144827842712402,LogViscosity1673K
1733700134901,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.006,0.0026,0.04905,0.02853333333333333,0.04395,0.028266666666666662,0.605,0.2332666666666667,0.0012,0.002133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.6031372547149658,LogViscosity1673K
3223200406880,Al,B,Fe,Na,O,Sb,Si,Sr,X,X,X,X,X,X,X,X,0.0059998800023999535,0.053998920021599575,7.999840003199937e-06,0.06666533335999948,0.6149863669393281,7.999840003199936e-05,0.2332620014266381,0.0249995000099998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.0,LogViscosity1673K
1733700134910,Al,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,0.0061200000000000004,0.03484999999999998,0.08339999999999999,0.0299,0.0035333333333333328,0.6005966666666666,0.2333333333333333,0.008266666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.954285144805908,LogViscosity1673K
1733700134904,Al,Ba,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,0.0069200000000000025,0.00635,0.035350000000000006,0.03513333333333333,0.035100000000000006,0.033133333333333334,0.6057800000000001,0.2386666666666667,0.003566666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7861242294311523,LogViscosity1673K
3409800407824,Al,Ca,K,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,X,0.0070407040704070405,0.05615561556155616,0.02866953362002866,0.0332033203320332,0.6100543387672102,0.2431909857652432,0.01735173517351735,0.004333766710004332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.533768892288208,LogViscosity1673K
4094100478353,Al,B,Ba,Ca,Mg,O,Si,Sr,X,X,X,X,X,X,X,X,0.00832083208320832,0.007440744074407442,0.006150615061506151,0.011051105110511052,0.11551155115511552,0.6147848118145148,0.2216888355502217,0.015051505150515053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.141923427581787,LogViscosity1673K
3909200462008,Al,Ca,K,Mg,O,Si,Sr,Zr,X,X,X,X,X,X,X,X,0.0091990800919908,0.02024797520247975,0.0970569609705696,0.03734626537346265,0.5963237009632371,0.2248108522481085,0.00324967503249675,0.0117654901176549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.963257074356079,LogViscosity1673K
1733700134912,Al,B,Ca,K,Mg,O,Si,Sr,Zr,X,X,X,X,X,X,X,0.0092009200920092,0.005000500050005001,0.020302030203020297,0.0972097209720972,0.0374037403740374,0.5953762042870953,0.22048871553822047,0.00325032503250325,0.011767843451011764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.757335901260376,LogViscosity1673K
1733700134913,Al,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,0.009999000099990002,0.03984601539846015,0.0632603406326034,0.03484651534846515,0.013731960137319598,0.6016065060160649,0.23084358230843585,0.005866080058660799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.836069107055664,LogViscosity1673K
1733700134914,Al,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,0.01008,0.04005,0.06993333333333332,0.035,0.006866666666666668,0.6015700000000002,0.23060000000000005,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9119405746459959,LogViscosity1673K
3913300462387,Al,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.0128,0.06449999999999999,0.08933333333333332,0.5983666666666665,0.23499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7475183010101318,LogViscosity1673K
3913300462401,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0128,0.008666666666666666,0.0645,0.07999999999999999,0.5987,0.2353333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.730184555053711,LogViscosity1673K
3913300462403,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0128,0.009333333333333329,0.0745,0.06666666666666668,0.6016999999999999,0.23499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9069473743438718,LogViscosity1673K
4094100478354,Al,B,Ba,Ca,Mg,O,Si,Sr,X,X,X,X,X,X,X,X,0.013558644135586443,0.00707929207079292,0.00844915508449155,0.01374862513748625,0.09404059594040597,0.6159484051594841,0.2215778422157784,0.0255974402559744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.2544443607330318,LogViscosity1673K
1219700138395,Al,B,Ca,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.014080000000000004,0.02060000000000001,0.04955000000000001,0.0497,0.03213333333333335,0.6117366666666667,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.434934139251709,LogViscosity1673K
3413700408398,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.016919999999999998,0.0186,0.03225,0.032,0.01295,0.033666666666666664,0.6013633333333332,0.22183333333333333,0.02515,0.005266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.4932069778442385,LogViscosity1673K
1733700134907,Al,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,0.018118188181181886,0.0365963403659634,0.05992734059927341,0.03634636536346365,0.020331300203313,0.5975202479752024,0.21887811218878112,0.00504949505049495,0.0072326100723261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7456181049346924,LogViscosity1673K
2853500365761,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.019000000000000003,0.0178,0.0296,0.030866666666666667,0.017150000000000002,0.031266666666666665,0.6032333333333334,0.2226,0.02305,0.0054333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.614494800567627,LogViscosity1673K
3913300462390,Al,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,X,0.020000000000000004,0.056,0.08533333333333333,0.602,0.232,0.004666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.046350717544556,LogViscosity1673K
3913300462389,Al,B,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.020000000000000004,0.010000000000000002,0.0555,0.08466666666666668,0.6008333333333333,0.22899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7770471572875977,LogViscosity1673K
1733700134898,Al,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,0.02076207620762076,0.03950395039503951,0.0618061806180618,0.026252625262526245,0.0164016401640164,0.5982498249824982,0.21985531886521986,0.0118011801180118,0.005367203387005367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7917044162750244,LogViscosity1673K
3913300462392,Al,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.020800000000000003,0.059,0.08666666666666667,0.6002,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.0023207664489746,LogViscosity1673K
3913300462391,Al,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.020800000000000003,0.061,0.08666666666666667,0.5995333333333333,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9768142700195312,LogViscosity1673K
3913300462400,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.020800000000000003,0.022000000000000002,0.061,0.06533333333333333,0.5992,0.23166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.1045398712158203,LogViscosity1673K
3913300462388,Al,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.021200000000000004,0.063,0.08733333333333332,0.5984666666666667,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9425699710845947,LogViscosity1673K
3913300462404,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0212,0.011333333333333334,0.073,0.06266666666666666,0.6017999999999999,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.0802791118621826,LogViscosity1673K
3913300462402,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.021200000000000004,0.013333333333333336,0.063,0.07400000000000002,0.5984666666666667,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.022411108016968,LogViscosity1673K
3913300462399,Al,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.021200000000000004,0.022000000000000002,0.063,0.06533333333333335,0.5984666666666667,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.0099987983703613,LogViscosity1673K
633200140293,Al,Ca,Fe,Mg,Mn,O,Si,X,X,X,X,X,X,X,X,X,0.02128,0.09875,0.0012,0.20205,0.00695,0.5601366666666667,0.10963333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,0.0501258969306946,LogViscosity1673K
4116000479523,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.022,0.005,0.0275,0.03333333333333333,0.0525,0.02666666666666666,0.6034166666666667,0.22083333333333333,0.00375,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9792394638061523,LogViscosity1673K
3459200408655,Al,K,Li,Mg,Na,O,Sb,Si,Zn,X,X,X,X,X,X,X,0.022757724227577245,0.023664300236643013,0.023930940239309403,0.014848515148485156,0.04746192047461921,0.6052894710528947,0.00043995600439956017,0.24650868246508684,0.015098490150984903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.0094704627990727,LogViscosity1673K
3459200408657,Al,B,K,Li,Mg,Na,O,Sb,Si,Zn,X,X,X,X,X,X,0.02279772022797721,0.007999200079991999,0.0237309602373096,0.023997600239976002,0.0101989801019898,0.0475952404759524,0.6070326300703263,0.00043995600439955995,0.2461087224610872,0.0100989901009899,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.94748055934906,LogViscosity1673K
4094100478336,Al,B,Ba,Ca,Mg,O,Si,Sr,X,X,X,X,X,X,X,X,0.022924584916983404,0.012002400480096022,0.0014002800560112022,0.01205241048209642,0.07556511302260452,0.6251383610055344,0.23281322931252915,0.018103620724144828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.033214569091797,LogViscosity1673K
54200024066,Al,Ca,Mg,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.02328,0.21175,0.03685,0.57992,0.1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,0.015832662582397676,LogViscosity1673K
4094100478350,Al,B,Ba,Ca,Mg,O,Si,Sr,X,X,X,X,X,X,X,X,0.023282328232823286,0.0070407040704070405,0.02145214521452145,0.0069006900690069,0.0888088808880888,0.6172750608394172,0.2193886055272194,0.01585158515851585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.5098817348480225,LogViscosity1673K
3866200458727,Al,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,0.024,0.02666666666666666,0.055,0.07999999999999999,0.5910000000000001,0.215,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7407002449035645,LogViscosity1673K
4116000479517,Al,Ca,K,Mg,Na,O,Si,Ti,Zr,X,X,X,X,X,X,X,0.024,0.0175,0.04,0.05,0.03333333333333333,0.6035,0.22,0.006666666666666665,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9720988273620603,LogViscosity1673K
4116000479529,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.024,0.00065,0.025,0.04666666666666667,0.055,0.02,0.6014166666666667,0.21833333333333327,0.0031,0.0058333333333333345,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.032839059829712,LogViscosity1673K
4116000479521,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.024,0.00125,0.025,0.03333333333333333,0.055,0.03333333333333333,0.6014166666666666,0.21833333333333327,0.0025,0.0058333333333333345,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.877173900604248,LogViscosity1673K
4094100478337,Al,B,Ba,Ca,Mg,O,Si,Sr,X,X,X,X,X,X,X,X,0.024120000000000003,0.01024,0.0034,0.00765,0.0823,0.6249733333333333,0.2327666666666667,0.01455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.003009557723999,LogViscosity1673K
3413700408399,Al,Ba,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,0.02451754824517549,0.021747825217478253,0.045845415458454164,0.042795720427957214,0.024997500249975,0.031396860313968614,0.5946205379462053,0.207312602073126,0.0067659900676599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.423804521560669,LogViscosity1673K
4116000479528,Al,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,0.025,0.02125,0.03,0.055,0.03166666666666666,0.6045833333333334,0.22166666666666668,0.005,0.0058333333333333345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,2.029630184173584,LogViscosity1673K
4116000479520,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.025,0.0025,0.0275,0.03333333333333333,0.05,0.03333333333333333,0.60125,0.2175,0.00375,0.0058333333333333345,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.8738040924072263,LogViscosity1673K
4116000479532,Al,Ba,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,0.0254,0.0005000000000000001,0.02400000000000001,0.03666666666666668,0.055,0.03,0.60135,0.2166666666666667,0.0037500000000000007,0.006666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.91056489944458,LogViscosity1673K
2853500365753,Al,Ca,Mg,Na,O,Si,Sr,X,X,X,X,X,X,X,X,X,0.02588,0.03365,0.02495,0.08726666666666666,0.5950366666666665,0.22076666666666667,0.01245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.498342990875244,LogViscosity1673K
2853500365757,Al,Ca,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,X,0.025960000000000004,0.03115,0.02245,0.09333333333333334,0.5961066666666667,0.2254,0.0051,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.5712230205535889,LogViscosity1673K
2853500365750,Al,Ca,K,Mg,Na,O,Si,Sr,X,X,X,X,X,X,X,X,0.025962596259625964,0.023602360236023603,0.0098009800980098,0.035203520352035216,0.06647331399806647,0.6004333766710005,0.226022602260226,0.012501250125012502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.7806100845336914,LogViscosity1673K
4116000479527,Al,Ca,K,Mg,Na,O,Si,Sr,Zr,X,X,X,X,X,X,X,0.026,0.025,0.035,0.055,0.03,0.6014999999999999,0.21583333333333327,0.005,0.006666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.9470930099487305,LogViscosity1673K
2853500365756,Al,Ca,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,X,X,0.02604,0.03595,0.0223,0.09333333333333334,0.5962433333333332,0.2256333333333333,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity1673K,1673,1.585275650024414,LogViscosity1673K
