,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,elements,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,at_fracs,prop_name,t,prop_val,prop_id
2968200383712,Ca,O,P,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.24607460746074605,0.6080774744141079,0.1406140614061406,0.005233856719005233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,7.562823295593263,LogViscosity873K
41000022192,Ba,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05,0.2,0.5499999999999999,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,5.546331405639648,LogViscosity873K
41000022196,Ba,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,0.13333333333333333,0.5666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,6.441324710845947,LogViscosity873K
573000091924,B,K,Li,O,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2856,0.09533333333333334,0.09533333333333334,0.5237333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,3.714963674545288,LogViscosity873K
488800015386,B,K,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0.38799999999999996,0.02,0.5920000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,1.9880200624465945,LogViscosity873K
176300110639,As,B,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,0.0002560153609216553,0.028321699301958117,0.00755045302718163,0.0503363535145442,0.003450207012420745,0.05206979085411792,0.6070337553586549,0.2509817255702009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.06943941116333,LogViscosity873K
322100110709,As,K,O,Pb,Si,X,X,X,X,X,X,X,X,X,X,X,X,0.00096,0.04166666666666667,0.6111900000000001,0.10345000000000004,0.24273333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,7.499861717224121,LogViscosity873K
2717800310723,Al,Ba,Fe,K,Na,O,Sb,Si,Sr,Ti,X,X,X,X,X,X,X,0.003040273624626217,0.004000360032402917,6.400576051844666e-05,0.029202628236541288,0.04120370833375003,0.6285178999443282,0.00016801512136092252,0.29035946568524496,0.0032002880259223328,0.00024335523530451074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.604639053344727,LogViscosity873K
2717800310715,Al,As,Ba,Ca,Ce,K,Li,Mg,Na,O,Pb,Sb,Si,Sr,Ti,Zn,Zr,0.003479269353435778,0.0003719218964017555,0.0042990971895901856,0.018796052828905927,2.6661067842419753e-05,0.02792746856493469,0.007331793656665434,0.01164755401365713,0.06525296354432235,0.5996154140963729,0.0043490866917947225,0.0006398656282180742,0.2405161582734292,0.003149338638885834,0.0013997060617270368,0.0058987612601353705,0.005298887233680927,LogViscosity873K,873,8.792311191558838,LogViscosity873K
2717800310708,Al,As,Ba,Ca,Ce,K,Li,Mg,Na,O,Pb,Sb,Si,Sr,Ti,Zn,Zr,0.0038395008648875657,4.399428074350336e-05,0.030046094007778995,0.0003799506064211654,9.665410163345435e-05,0.04459420275364204,0.007932302134055906,0.01204843370361853,0.06812447715130368,0.5778642109859053,2.9996100506934114e-05,0.0006799116114905065,0.213338932605428,0.034095567576215104,0.00029662810501301505,0.006549148610680613,3.999480067591215e-05,LogViscosity873K,873,7.085372447967528,LogViscosity873K
764800132575,Al,B,Ba,Ca,K,Mg,Na,O,Si,Zr,X,X,X,X,X,X,X,0.0040404040404040395,0.05092509250925092,0.0033503350335033497,0.016451645164516443,0.0122012201220122,0.014751475147514747,0.006734006734006732,0.6365203186985362,0.2532586591992532,0.0017668433510017664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.234563827514648,LogViscosity873K
764800132582,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.00496,0.04004,0.01355,0.013466666666666663,0.01633333333333333,0.6371499999999999,0.2624333333333333,0.0078,0.004266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.17459774017334,LogViscosity873K
554200006163,Al,B,K,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.00536,0.04556,0.0026,0.02466666666666667,0.6445466666666666,0.27726666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.763830184936523,LogViscosity873K
764800132586,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.006239376062393761,0.03643635636436356,0.013298670132986702,0.016131720161317198,0.013665300136653001,0.6381395193813952,0.2655401126554011,0.00624937506249375,0.0042995700429957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.336102485656738,LogViscosity873K
764800132588,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.006239376062393761,0.03651634836516349,0.013298670132986702,0.017998200179982,0.013665300136653001,0.6371929473719296,0.2645402126454021,0.00624937506249375,0.0042995700429957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.283750534057615,LogViscosity873K
764800132589,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.006239376062393761,0.03655634436556345,0.013348665133486648,0.0191314201913142,0.013665300136652994,0.6366030063660301,0.2639069426390694,0.00624937506249375,0.0042995700429957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.32886791229248,LogViscosity873K
764800132590,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.006239376062393762,0.04015598440155986,0.013298670132986705,0.0157317601573176,0.0157317601573176,0.6366863313668633,0.2616071726160717,0.00624937506249375,0.0042995700429957024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.08865737915039,LogViscosity873K
764800132592,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.006239999999999999,0.03659999999999999,0.01335,0.02053333333333333,0.013666666666666669,0.6358933333333332,0.2631666666666666,0.00625,0.004299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.213730812072756,LogViscosity873K
1732000134581,Al,B,Ca,K,Na,O,Si,Ti,Zn,Zr,X,X,X,X,X,X,X,0.006959304069593043,0.036716328367163285,0.015248475152484753,0.0161317201613172,0.023797620237976214,0.6325234143252342,0.2597406925974069,0.0005332800053328001,0.005449455054494553,0.0028997100289971005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.031380653381348,LogViscosity873K
207000028031,Al,Ca,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,0.0070407040704070405,0.04795479547954795,0.02225222522252225,0.07714104743807715,0.6035203520352035,0.2420908757542421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.1441650390625,LogViscosity873K
1732000134582,Al,B,Ca,K,Na,O,Si,Ti,Zn,Zr,X,X,X,X,X,X,X,0.007239348458638724,0.0404763571278585,0.015298623123918846,0.017065130804894225,0.014998650121489066,0.6354994717142124,0.2594766471017608,0.0002633096354661414,0.006249437550620443,0.0034330243611408306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.328404426574707,LogViscosity873K
764800132597,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.0072392760723927595,0.040515948405159485,0.0152984701529847,0.0170649601706496,0.0115988401159884,0.6371929473719296,0.2614071926140719,0.00624937506249375,0.0034329900343298995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.199332237243652,LogViscosity873K
764800132596,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.007240000000000002,0.04052,0.0153,0.017066666666666667,0.015,0.63549,0.2597,0.00625,0.003433333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.147875785827635,LogViscosity873K
764800132594,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.00724072407240724,0.04036403640364036,0.0153015301530153,0.01866853352001866,0.013668033470013665,0.6353802046871353,0.25969263593025965,0.00625062506250625,0.003433676701003433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.10579776763916,LogViscosity873K
764800132593,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.00724072407240724,0.0404040404040404,0.015301530153015303,0.019135246858019136,0.013668033470013666,0.6351401806847351,0.2594259425942594,0.006250625062506251,0.003433676701003434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.03596305847168,LogViscosity873K
764800132591,Al,B,Ca,K,Na,O,Si,Zn,Zr,X,X,X,X,X,X,X,X,0.00872,0.036479999999999985,0.017,0.012133333333333331,0.0208,0.6349166666666665,0.2593999999999999,0.00625,0.004299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,12.327059745788574,LogViscosity873K
571000089364,Al,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,0.009680968096809682,0.08220822082208225,0.09127579424609128,0.6057139047238058,0.21112111211121112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.94526433944702,LogViscosity873K
1243800112874,Al,As,B,Ba,La,O,P,Si,Y,X,X,X,X,X,X,X,X,0.017683536707341473,0.0011202240448089618,0.021204240848169638,0.16293258651730344,0.009201840368073616,0.6264652930586116,0.13762752550510102,0.020004000800160036,0.003760752150430087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,8.995988368988037,LogViscosity873K
957500088260,Al,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,0.0344,0.1084,0.22233333333333333,0.5317000000000001,0.10316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,5.56427526473999,LogViscosity873K
26500020636,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.00332,0.04365,0.0002666666666666667,0.02435,0.08906666666666663,0.5987799999999999,0.24056666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.364002227783203,LogViscosity873K
26500020637,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0036000000000000008,0.0519,0.0172,0.0231,0.06946666666666666,0.5977333333333333,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.412059783935547,LogViscosity873K
26500020638,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.0028400000000000005,0.04845,0.0436,0.02425,0.04546666666666666,0.5974266666666667,0.23796666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.777645111083984,LogViscosity873K
26500020639,Al,Ca,K,Mg,Na,O,Si,X,X,X,X,X,X,X,X,X,X,0.00404,0.0486,0.06306666666666666,0.0229,0.024466666666666668,0.5983933333333333,0.2385333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.646292686462402,LogViscosity873K
26800020680,Al,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.036000000000000004,0.2,0.5606666666666666,0.2033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,8.09713077545166,LogViscosity873K
27100020691,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0352,0.05866666666666667,0.6314666666666666,0.2746666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.836037635803224,LogViscosity873K
27100020692,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0452,0.07533333333333334,0.6214666666666667,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.541284561157227,LogViscosity873K
27100020693,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0688,0.11466666666666665,0.5978666666666665,0.21866666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.815052032470703,LogViscosity873K
27100020694,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.014400000000000003,0.096,0.6162666666666666,0.2733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.68683624267578,LogViscosity873K
27100020695,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.028000000000000004,0.09266666666666667,0.6156666666666666,0.2636666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.067564964294434,LogViscosity873K
27100020696,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.040000000000000015,0.08933333333333332,0.6153333333333333,0.2553333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.130183219909668,LogViscosity873K
27100020697,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.094,0.076,0.613,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.844133377075195,LogViscosity873K
27100020698,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.1,0.07466666666666666,0.6126666666666667,0.21266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.710461616516113,LogViscosity873K
27100020699,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.11,0.07200000000000001,0.6123333333333334,0.20566666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.512743949890137,LogViscosity873K
27200020705,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.2,0.06666666666666668,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,6.8403382301330575,LogViscosity873K
27200020706,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.08640000000000002,0.07799999999999999,0.6132666666666666,0.22233333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.998278617858887,LogViscosity873K
27200020707,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.08000000000000003,0.07999999999999999,0.6133333333333333,0.2266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.18278980255127,LogViscosity873K
27200020708,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05,0.08333333333333333,0.6166666666666667,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.885323524475098,LogViscosity873K
27200020709,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.06320000000000002,0.08399999999999999,0.6141333333333334,0.2386666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.34257984161377,LogViscosity873K
27200020710,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.06,0.08466666666666668,0.6143333333333333,0.24100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.191498756408693,LogViscosity873K
27200020711,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.052000000000000005,0.08666666666666667,0.6146666666666666,0.24666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.764668464660645,LogViscosity873K
27200020712,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.047200000000000006,0.08800000000000001,0.6148,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.414002418518065,LogViscosity873K
27200020713,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.044400000000000016,0.0886666666666667,0.6149333333333332,0.25199999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.431560516357422,LogViscosity873K
27200020715,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0364,0.09066666666666667,0.6152666666666667,0.2576666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.943950653076172,LogViscosity873K
27200020716,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.12,0.09333333333333334,0.6,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,8.294873237609862,LogViscosity873K
27200020717,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.020000000000000004,0.09466666666666664,0.616,0.2693333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,9.855303764343262,LogViscosity873K
27200020718,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.11440000000000003,0.09533333333333334,0.5999333333333334,0.19033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,8.710616111755373,LogViscosity873K
27200020721,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.16000000000000006,0.1,0.59,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,7.16217041015625,LogViscosity873K
27200020722,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.08000000000000003,0.10666666666666666,0.6,0.21333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.291540145874023,LogViscosity873K
27200020723,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0748,0.10866666666666666,0.5998666666666667,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.791586875915527,LogViscosity873K
27200020724,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.06999999999999999,0.11,0.6,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.972082138061523,LogViscosity873K
27200020725,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.0668,0.11133333333333333,0.5998666666666665,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,11.172852516174316,LogViscosity873K
27200020727,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.057200000000000015,0.11400000000000003,0.6001333333333333,0.22866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.869536399841307,LogViscosity873K
27200020728,B,Na,O,Si,X,X,X,X,X,X,X,X,X,X,X,X,X,0.05,0.11666666666666665,0.6,0.2333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LogViscosity873K,873,10.122297286987305,LogViscosity873K
